feature_name,Model 1,feature_imp_scaled_vals,Region,Model,Model 2
basis,3.0,0.0,AMEA,Model 1,
buttermilk,3.0,0.0,AMEA,Model 1,
au,3.0,0.0,AMEA,Model 1,
alpinesmp,3.0,0.0,AMEA,Model 1,
casein,3.0,0.0,AMEA,Model 1,
alpineamf,3.0,0.0,AMEA,Model 1,
cheese,3.0,0.0,AMEA,Model 1,
alpine,3.0,0.0,AMEA,Model 1,
cheesepaste,3.0,0.0,AMEA,Model 1,
cheesy,3.0,0.0,AMEA,Model 1,
chf,3.0,0.0,AMEA,Model 1,
Standard Composition - TRICALCIUM ORTHOPHOSPHATE - Value - %_0.0,3.0,0.0,AMEA,Model 1,
concentrate,3.0,0.0,AMEA,Model 1,
conform,3.0,0.0,AMEA,Model 1,
Standard Composition - AUTOLYZED YEAST EXTRACT - Value - %_0.01999,3.0,0.0,AMEA,Model 1,
crew,3.0,0.0,AMEA,Model 1,
crystals,3.0,0.0,AMEA,Model 1,
grass,3.0,0.0,AMEA,Model 1,
hard,3.0,0.0,AMEA,Model 1,
harmonize,3.0,0.0,AMEA,Model 1,
heat,3.0,0.0,AMEA,Model 1,
ml,3.0,0.0,AMEA,Model 1,
Standard Composition - BACTERIAL CULTURE - Value - %_0.0038,3.0,0.0,AMEA,Model 1,
neutral,3.0,0.0,AMEA,Model 1,
non,3.0,0.0,AMEA,Model 1,
Standard Composition - BACTERIAL CULTURE - Value - %_0.0,3.0,0.0,AMEA,Model 1,
bulk,3.0,0.0,AMEA,Model 1,
Additional Particle Size Par - Particle size D10 - Min_15.0,3.0,0.0,AMEA,Model 1,
othernaturalcheese,3.0,0.0,AMEA,Model 1,
pasteurized,3.0,0.0,AMEA,Model 1,
permeate,3.0,0.0,AMEA,Model 1,
pleasantly,3.0,0.0,AMEA,Model 1,
pleasantlymilky,3.0,0.0,AMEA,Model 1,
powdef,3.0,0.0,AMEA,Model 1,
Standard Composition - CULTURES - Value - %_0.0,3.0,0.0,AMEA,Model 1,
powdery,3.0,0.0,AMEA,Model 1,
powder可流动粉末,3.0,0.0,AMEA,Model 1,
premix,3.0,0.0,AMEA,Model 1,
mineral,3.0,0.0,AMEA,Model 1,
processedcheese,3.0,0.0,AMEA,Model 1,
milks,3.0,0.0,AMEA,Model 1,
mild,3.0,0.0,AMEA,Model 1,
high,3.0,0.0,AMEA,Model 1,
ho,3.0,0.0,AMEA,Model 1,
Standard Composition - VEGETABLE FAT [ANTIOXIDANTS] - Value - %_0.0,3.0,0.0,AMEA,Model 1,
india,3.0,0.0,AMEA,Model 1,
intense,3.0,0.0,AMEA,Model 1,
intl,3.0,0.0,AMEA,Model 1,
kefir,3.0,0.0,AMEA,Model 1,
Standard Composition - COLORING - Value - %_0.0,3.0,0.0,AMEA,Model 1,
liquids,3.0,0.0,AMEA,Model 1,
low,3.0,0.0,AMEA,Model 1,
lump,3.0,0.0,AMEA,Model 1,
lumps散粉无结块,3.0,0.0,AMEA,Model 1,
mature,3.0,0.0,AMEA,Model 1,
Standard Composition - WHEY PROTEIN CONCENTRATE (FROM MILK) - Value - %_1,3.0,0.0,AMEA,Model 1,
med,3.0,0.0,AMEA,Model 1,
medium,3.0,0.0,AMEA,Model 1,
meu,3.0,0.0,AMEA,Model 1,
Standard Composition - WHEY PROTEIN CONCENTRATE (FROM MILK) - Value - %_0,3.0,0.0,AMEA,Model 1,
odors,3.0,0.0,AMEA,Model 1,
Standard Composition - CREAM - Value - %,4.0,1.0,AMEA,Model 1,
"Nutrient Composition - Available Carbohydrate, g - Value - %",4.0,0.4376482905144147,AMEA,Model 1,
others,4.0,0.371630532734723,AMEA,Model 1,
Standard Composition - MILK - Value - %,4.0,0.35518333630994525,AMEA,Model 1,
"Nutrient Composition - Moisture, g - Value - %",4.0,0.2936959956958744,AMEA,Model 1,
"Nutrient Composition - Protein, g - Value - %",4.0,0.2768422900116658,AMEA,Model 1,
Additional Particle Size Par - Particle size D10 - Min_10.0,4.0,0.25694192659857634,AMEA,Model 1,
"Nutrient Composition - Total Fat, g - Value - %",4.0,0.2229890840732359,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria_Not Applicable",4.0,0.2172574291302566,AMEA,Model 1,
dairy,4.0,0.2092209141119215,AMEA,Model 1,
powder,4.0,0.19721238192753618,AMEA,Model 1,
Standard Composition - SKIM MILK - Value - %,4.0,0.1911479925387468,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.2_Not Applicable",4.0,0.18850826136647278,AMEA,Model 1,
Additional Particle Size Par - Particle Size D90 - Min,4.0,0.18679908769014705,AMEA,Model 1,
"Nutrient Composition - Lactose, g - Value - %",4.0,0.1763388773360548,AMEA,Model 1,
liquiddairy,4.0,0.1670321352065871,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.2_Maximum disc B",4.0,0.16283894851864597,AMEA,Model 1,
"Nutrient Composition - Available Carbohydrate, g (MX calculation) - Value - %",4.0,0.14855676032957651,AMEA,Model 1,
typical,4.0,0.14809506976350795,AMEA,Model 1,
Additional Particle Size Par - Particle Size D50 - Min,4.0,0.14494490599569043,AMEA,Model 1,
butter,4.0,0.13767535326597544,AMEA,Model 1,
lumps,4.0,0.13038659712685366,AMEA,Model 1,
odours,4.0,0.12859345137679698,AMEA,Model 1,
good,4.0,0.12773272177521436,AMEA,Model 1,
Food Safety Requirements - Sensitive–Maybe source of pathogens;ING/subcomponents have gone through validated pathogen reduction step - Contaminant Limits Required_Yes,4.0,0.12379299376058425,AMEA,Model 1,
free,4.0,0.1195100635789626,AMEA,Model 1,
anhydrousmilkfat,4.0,0.11463047727441557,AMEA,Model 1,
"Quantitative - Density, bulk free flow - Max",4.0,0.1121401298389848,AMEA,Model 1,
Food Safety Requirements - Sensitive–Maybe source of pathogens;ING/subcomponents have gone through validated pathogen reduction step - Contaminant Limits Required_Not Applicable,4.0,0.10878468088299799,AMEA,Model 1,
aroma,4.0,0.1080952235392661,AMEA,Model 1,
cheese,4.0,0.10625921258476854,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.1_Maximum disc B",4.0,0.10513092659625733,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria_Maximum disc B",4.0,0.10425196316781689,AMEA,Model 1,
without,4.0,0.09896000722890204,AMEA,Model 1,
wholemilk,4.0,0.09723170960649527,AMEA,Model 1,
butterfat,4.0,0.09567428440257805,AMEA,Model 1,
fat,4.0,0.09348105726254691,AMEA,Model 1,
wholemilkpowder,4.0,0.0917878092692546,AMEA,Model 1,
whey,4.0,0.09144232704368163,AMEA,Model 1,
skimmilkpowder,4.0,0.09091635441862479,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.1_Not Applicable",4.0,0.09046595867427339,AMEA,Model 1,
clean,4.0,0.09023784526658751,AMEA,Model 1,
homogeneous,4.0,0.08898530067435431,AMEA,Model 1,
raw,4.0,0.08876411356423373,AMEA,Model 1,
flavour,4.0,0.08731846212499453,AMEA,Model 1,
flowing,4.0,0.0851265565966071,AMEA,Model 1,
anhydrous,4.0,0.08481308379397749,AMEA,Model 1,
wheyingredients,4.0,0.08424822937562917,AMEA,Model 1,
rancid,4.0,0.08137250194348565,AMEA,Model 1,
"Quantitative - Density, bulk tapped - Max",4.0,0.08130800791036479,AMEA,Model 1,
Standard Composition - MILKFAT - Value - %,4.0,0.0790865790064876,AMEA,Model 1,
rich,4.0,0.07805312107911233,AMEA,Model 1,
grass,4.0,0.07773784769854793,AMEA,Model 1,
sweet,4.0,0.0733848291812328,AMEA,Model 1,
milk,4.0,0.07249580587569565,AMEA,Model 1,
taste,4.0,0.06947685267574656,AMEA,Model 1,
lactose,4.0,0.065114719785436,AMEA,Model 1,
flavor,4.0,0.06440750838330773,AMEA,Model 1,
solid,4.0,0.0634542278925384,AMEA,Model 1,
"Quantitative - Sediment, insolubility index - Max",4.0,0.05811973196959139,AMEA,Model 1,
Standard Composition - BUTTER - Value - %,4.0,0.05807650934070163,AMEA,Model 1,
Additional Particle Size Par - Particle size D10 - Min_0.0,4.0,0.057922288335334776,AMEA,Model 1,
characteristic,4.0,0.052340830464438506,AMEA,Model 1,
Standard Composition - WHEY - Value - %,4.0,0.05183533623956993,AMEA,Model 1,
Standard Composition - SUGAR - Value - %,4.0,0.05031800312410592,AMEA,Model 1,
block,4.0,0.04713394714460503,AMEA,Model 1,
Food Safety Requirements - Sensitive–Maybe source of pathogens;ING/subcomponents have gone through validated pathogen reduction step - Contaminant Limits Required_No,4.0,0.045763169516325065,AMEA,Model 1,
burnie,4.0,0.045157173822338754,AMEA,Model 1,
required,4.0,0.04510768884695958,AMEA,Model 1,
Standard Composition - SALT - Value - %,4.0,0.042390335646030904,AMEA,Model 1,
cream,4.0,0.04190248703381848,AMEA,Model 1,
thermalised,4.0,0.041610620463791534,AMEA,Model 1,
Standard Composition - LACTOSE - Value - %_1.0,4.0,0.04144811560700121,AMEA,Model 1,
othernaturalcheese,4.0,0.0411554574334396,AMEA,Model 1,
meals,4.0,0.04045914153127174,AMEA,Model 1,
see,4.0,0.039278600627617496,AMEA,Model 1,
liquid,4.0,0.03927347713209068,AMEA,Model 1,
whole,4.0,0.03809534108242314,AMEA,Model 1,
cheeseingredients,4.0,0.03454165248674699,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria_Maximum disc A",4.0,0.032791577720231876,AMEA,Model 1,
Standard Composition - MICROBIAL RENNET - Value - %_0.0,4.0,0.03147605078701214,AMEA,Model 1,
foreign,4.0,0.03143872683279976,AMEA,Model 1,
general,4.0,0.03092899451034316,AMEA,Model 1,
Standard Composition - CULTURES - Value - %_0.0001,4.0,0.030781829619777795,AMEA,Model 1,
mature,4.0,0.030324719317394264,AMEA,Model 1,
Standard Composition - LACTOSE - Value - %_0.0,4.0,0.030293727898840293,AMEA,Model 1,
Standard Composition - COLORING - Value - %_0.00255,4.0,0.03016616274907391,AMEA,Model 1,
naturalcheese,4.0,0.02955730963473226,AMEA,Model 1,
buttermilkpowder,4.0,0.028745870058881493,AMEA,Model 1,
特殊的芝士气味,4.0,0.028529710082883252,AMEA,Model 1,
semi,4.0,0.027968054406994552,AMEA,Model 1,
Standard Composition - HYDROXYPROPYL DISTARCH PHOSPHATE - Value - %_0.0,4.0,0.02786413530752333,AMEA,Model 1,
retire,4.0,0.027712589974229596,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.2_Maximum disc A",4.0,0.026527086243406713,AMEA,Model 1,
protein,4.0,0.026154242688644348,AMEA,Model 1,
cheesepowder,4.0,0.025184193370870373,AMEA,Model 1,
mouldy,4.0,0.024814899900708377,AMEA,Model 1,
Standard Composition - AUTOLYZED YEAST EXTRACT - Value - %_0.0,4.0,0.024555728083953718,AMEA,Model 1,
matured,4.0,0.02417363249794763,AMEA,Model 1,
ml,4.0,0.024145798759447435,AMEA,Model 1,
Standard Composition - MICROBIAL ENZYMES - Value - %,4.0,0.023949791188422467,AMEA,Model 1,
odor,4.0,0.023585664248984624,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.1_Target disc A, Maximum disc B",4.0,0.023103205330939673,AMEA,Model 1,
lactosepowder,4.0,0.021995061144619653,AMEA,Model 1,
Standard Composition - HYDROXYPROPYL DISTARCH PHOSPHATE - Value - %_0.02,4.0,0.02195516469214331,AMEA,Model 1,
Standard Composition - NATURAL FLAVOR - Value - %,4.0,0.021910813229394505,AMEA,Model 1,
suttontown,4.0,0.02141004302676607,AMEA,Model 1,
Standard Composition - MICROBIAL RENNET - Value - %_0.001,4.0,0.02067632905500289,AMEA,Model 1,
slightly,4.0,0.020414487980672084,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.2_Target disc A, Maximum disc B",4.0,0.020214754203179437,AMEA,Model 1,
otherdairypowder,4.0,0.01995963656746811,AMEA,Model 1,
odourless,4.0,0.019580696427226575,AMEA,Model 1,
Standard Composition - DEHYDRATED BUTTERMILK - Value - %_0,4.0,0.01917535327211544,AMEA,Model 1,
coa,4.0,0.018938308113582415,AMEA,Model 1,
salty,4.0,0.018932628931079522,AMEA,Model 1,
information,4.0,0.018800577120081256,AMEA,Model 1,
otherdairy,4.0,0.018768528583979198,AMEA,Model 1,
Standard Composition - BACTERIAL CULTURE - Value - %_0.0,4.0,0.01867454175643686,AMEA,Model 1,
fresh,4.0,0.018544236347404167,AMEA,Model 1,
casein,4.0,0.018174575608755975,AMEA,Model 1,
bitterness,4.0,0.01786461694028204,AMEA,Model 1,
cheesepaste,4.0,0.01779694418044937,AMEA,Model 1,
Standard Composition - CALCIUM CHLORIDE - Value - %_0.0,4.0,0.01754267544109493,AMEA,Model 1,
mild,4.0,0.017341275333898874,AMEA,Model 1,
Standard Composition - CASEIN - Value - %_1,4.0,0.016376686186098156,AMEA,Model 1,
vegetarianwheypowder,4.0,0.015979687425720705,AMEA,Model 1,
condensed,4.0,0.01595390644188296,AMEA,Model 1,
chocolate,4.0,0.015474759140364532,AMEA,Model 1,
Standard Composition - WATER - Value - %,4.0,0.015145132801377689,AMEA,Model 1,
full,4.0,0.014982784354177476,AMEA,Model 1,
salted,4.0,0.014959534120088639,AMEA,Model 1,
Standard Composition - DEHYDRATED BUTTERMILK - Value - %_1,4.0,0.014477172451629558,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.1_Maximum disc A",4.0,0.014368318906683747,AMEA,Model 1,
sour,4.0,0.01390621175351108,AMEA,Model 1,
wheypowder,4.0,0.013617570195791975,AMEA,Model 1,
notes,4.0,0.013203129781713762,AMEA,Model 1,
flavors,4.0,0.012986747617070474,AMEA,Model 1,
fishy,4.0,0.012867317608778328,AMEA,Model 1,
Standard Composition - CHEDDAR CHEESE - Value - %,4.0,0.012369301531903656,AMEA,Model 1,
unique,4.0,0.012323155877519856,AMEA,Model 1,
mouthfeel,4.0,0.012311724744690748,AMEA,Model 1,
Standard Composition - WHEY PERMEATE - Value - %,4.0,0.012173494163413809,AMEA,Model 1,
dairyprotein,4.0,0.012108948773030473,AMEA,Model 1,
bland,4.0,0.011958766435508878,AMEA,Model 1,
Standard Composition - SODIUM CITRATE - Value - %_0.0,4.0,0.01195150736125468,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria_Target disc A, Maximum disc B",4.0,0.011912758619338916,AMEA,Model 1,
smooth,4.0,0.011238310439974782,AMEA,Model 1,
Standard Composition - SILICON DIOXIDE - Value - %,4.0,0.011126200243180073,AMEA,Model 1,
used,4.0,0.011097216930602307,AMEA,Model 1,
young,4.0,0.010798752033803745,AMEA,Model 1,
Standard Composition - SODIUM CITRATE - Value - %_0.1,4.0,0.010502339703094013,AMEA,Model 1,
standard,4.0,0.010385756433075573,AMEA,Model 1,
firm,4.0,0.01032018351249259,AMEA,Model 1,
buttermilk,4.0,0.010258751293286619,AMEA,Model 1,
spoonable,4.0,0.01011686975110506,AMEA,Model 1,
Standard Composition - DRIED CHEDDAR CHEESE BLEND - Value - %_0.84,4.0,0.010099604422302916,AMEA,Model 1,
Standard Composition - MALTODEXTRIN - Value - %,4.0,0.009864277003842467,AMEA,Model 1,
retired,4.0,0.009787775922954552,AMEA,Model 1,
dried,4.0,0.00972698611388996,AMEA,Model 1,
Standard Composition - SULFITES (INDIRECTLY ADDED) - HARMONIZED TO 100000000511 - Value - PPM_9.99,4.0,0.009682178074878336,AMEA,Model 1,
butyric,4.0,0.009647817504323019,AMEA,Model 1,
fermented,4.0,0.009268689496545036,AMEA,Model 1,
typcial,4.0,0.009200737788243662,AMEA,Model 1,
veg,4.0,0.009084664781145824,AMEA,Model 1,
sugar,4.0,0.009050306775628314,AMEA,Model 1,
Standard Composition - ENZYMES - Value - %,4.0,0.008962971406497803,AMEA,Model 1,
odors,4.0,0.008894617039083468,AMEA,Model 1,
Standard Composition - DISODIUM ORTHOPHOSPHATE - Value - %,4.0,0.008566538791694694,AMEA,Model 1,
sweetenedcondensedmilk,4.0,0.00855762925038679,AMEA,Model 1,
china,4.0,0.008038589911678218,AMEA,Model 1,
Standard Composition - TRICALCIUM ORTHOPHOSPHATE - Value - %_0.0025,4.0,0.008003209934733604,AMEA,Model 1,
Standard Composition - GELATIN - Value - %_0.01,4.0,0.007981120633832026,AMEA,Model 1,
harmonize,4.0,0.007596495695789557,AMEA,Model 1,
monohydrate,4.0,0.007537797061216398,AMEA,Model 1,
Standard Composition - CULTURES - Value - %_0.0,4.0,0.007158447366645513,AMEA,Model 1,
rennet,4.0,0.007112869690560159,AMEA,Model 1,
refined,4.0,0.007104360639142195,AMEA,Model 1,
pasteurized,4.0,0.007063892321564631,AMEA,Model 1,
recipe,4.0,0.007053801364288798,AMEA,Model 1,
具有发酵乳特有的滋味和气味,4.0,0.006966701007280807,AMEA,Model 1,
Standard Composition - VEGETABLE FAT [ANTIOXIDANTS] - Value - %_0.2,4.0,0.00696321771014745,AMEA,Model 1,
homogenous,4.0,0.006880082531640348,AMEA,Model 1,
Standard Composition - TRICALCIUM ORTHOPHOSPHATE - Value - %_0.0,4.0,0.006503661248501087,AMEA,Model 1,
emc,4.0,0.0064567935018659565,AMEA,Model 1,
Standard Composition - COLORING - Value - %_0.0,4.0,0.006407156215471105,AMEA,Model 1,
flavoured,4.0,0.006345091136890099,AMEA,Model 1,
yoghurtpowder,4.0,0.006334746041060671,AMEA,Model 1,
global,4.0,0.006271193694009405,AMEA,Model 1,
smell,4.0,0.0061022462733525615,AMEA,Model 1,
Standard Composition - DRIED CHEDDAR CHEESE BLEND - Value - %_0.0,4.0,0.006100992089123882,AMEA,Model 1,
sandy,4.0,0.005981702697230796,AMEA,Model 1,
freeflowing,4.0,0.005926062049659147,AMEA,Model 1,
cheddar,4.0,0.005835615714247722,AMEA,Model 1,
lumps散粉无结块,4.0,0.00579503830449297,AMEA,Model 1,
无异味,4.0,0.005773432623586451,AMEA,Model 1,
butterlike,4.0,0.005607068846383674,AMEA,Model 1,
processing,4.0,0.005463813142328255,AMEA,Model 1,
powdef,4.0,0.005061987533616618,AMEA,Model 1,
Standard Composition - COCOA POWDER - Value - %_0.15,4.0,0.005019835209239544,AMEA,Model 1,
crystals,4.0,0.004743728394492843,AMEA,Model 1,
processedcheese,4.0,0.004669678003501494,AMEA,Model 1,
powder可流动粉末,4.0,0.004640159333347378,AMEA,Model 1,
milky,4.0,0.00451653537303821,AMEA,Model 1,
heat,4.0,0.00450946324429011,AMEA,Model 1,
odour,4.0,0.00438018309893877,AMEA,Model 1,
特殊的芝士风味,4.0,0.004344553698380727,AMEA,Model 1,
Standard Composition - STARTER CULTURE - Value - %,4.0,0.004320706364880604,AMEA,Model 1,
rennetcasein,4.0,0.00431263932498045,AMEA,Model 1,
flavours,4.0,0.004295940287133552,AMEA,Model 1,
Standard Composition - WHEY PROTEIN CONCENTRATE (FROM MILK) - Value - %_0,4.0,0.004236725303519814,AMEA,Model 1,
bitter,4.0,0.004054574775999574,AMEA,Model 1,
具有产品特有的滋味,4.0,0.003913582475734139,AMEA,Model 1,
均匀的粉末,4.0,0.0037896709524871588,AMEA,Model 1,
active,4.0,0.0035504231387385263,AMEA,Model 1,
buttery,4.0,0.003492595377464078,AMEA,Model 1,
eemea,4.0,0.003334746081952443,AMEA,Model 1,
pure,4.0,0.0032118661911149883,AMEA,Model 1,
Standard Composition - CASEIN - Value - %_0,4.0,0.0031173362033595857,AMEA,Model 1,
watery,4.0,0.0029146133468663,AMEA,Model 1,
具有产品特有的气味,4.0,0.002827306119918343,AMEA,Model 1,
unsalted,4.0,0.0026933472185276105,AMEA,Model 1,
Standard Composition - CALCIUM HYDROXIDE - Value - %_0.0002,4.0,0.002525369576636978,AMEA,Model 1,
Standard Composition - CALCIUM HYDROXIDE - Value - %_0.0,4.0,0.002512104241970392,AMEA,Model 1,
creamy,4.0,0.0024855447485208457,AMEA,Model 1,
conform,4.0,0.002455099089176698,AMEA,Model 1,
intense,4.0,0.002230365575317262,AMEA,Model 1,
amf,4.0,0.0021257084955356637,AMEA,Model 1,
Standard Composition - BACTERIAL CULTURE - Value - %_0.0038,4.0,0.002122598399573971,AMEA,Model 1,
Standard Composition - VEGETABLE FAT [ANTIOXIDANTS] - Value - %_0.0,4.0,0.0020460855361130376,AMEA,Model 1,
Standard Composition - FLAVORINGS - Value - %,4.0,0.0020316897944060246,AMEA,Model 1,
spray,4.0,0.0019860842368284136,AMEA,Model 1,
Standard Composition - LACTIC ACID - Value - %,4.0,0.0019672657260765146,AMEA,Model 1,
milks,4.0,0.0019381170567360757,AMEA,Model 1,
granules,4.0,0.0018018573621275595,AMEA,Model 1,
pleasantly,4.0,0.00172590647363408,AMEA,Model 1,
turbid,4.0,0.0016225633168242446,AMEA,Model 1,
proteins,4.0,0.001370034471100966,AMEA,Model 1,
ho,4.0,0.0013608451278985325,AMEA,Model 1,
Standard Composition - CALCIUM CHLORIDE - Value - %_0.0003,4.0,0.0011713567018715022,AMEA,Model 1,
Standard Composition - YEAST - Value - %,4.0,0.0011261769874872595,AMEA,Model 1,
sample,4.0,0.0010051531861457283,AMEA,Model 1,
lump,4.0,0.0009062591816022228,AMEA,Model 1,
aroma乳清特有气味,4.0,0.0006092738803748652,AMEA,Model 1,
au,4.0,0.0,AMEA,Model 1,
tatse,4.0,0.0,AMEA,Model 1,
sweetened,4.0,0.0,AMEA,Model 1,
Additional Particle Size Par - Particle size D10 - Min_15.0,4.0,0.0,AMEA,Model 1,
taints,4.0,0.0,AMEA,Model 1,
basis,4.0,0.0,AMEA,Model 1,
tangy,4.0,0.0,AMEA,Model 1,
vegetarian,4.0,0.0,AMEA,Model 1,
undesirable,4.0,0.0,AMEA,Model 1,
无凝块,4.0,0.0,AMEA,Model 1,
Standard Composition - WHEY PROTEIN CONCENTRATE (FROM MILK) - Value - %_1,4.0,0.0,AMEA,Model 1,
withoutlumps,4.0,0.0,AMEA,Model 1,
Standard Composition - 200000003380_MAGRABARPD602 DEFOAMING AGENT - Value - %_0.0,4.0,0.0,AMEA,Model 1,
Standard Composition - 200000003380_MAGRABARPD602 DEFOAMING AGENT - Value - %_0.0002,4.0,0.0,AMEA,Model 1,
Standard Composition - COCOA POWDER - Value - %_0.0,4.0,0.0,AMEA,Model 1,
alpinesmp,4.0,0.0,AMEA,Model 1,
whithout,4.0,0.0,AMEA,Model 1,
wheypermeatepowder,4.0,0.0,AMEA,Model 1,
Standard Composition - AUTOLYZED YEAST EXTRACT - Value - %_0.01999,4.0,0.0,AMEA,Model 1,
alpine,4.0,0.0,AMEA,Model 1,
unpasteurised,4.0,0.0,AMEA,Model 1,
alpineamf,4.0,0.0,AMEA,Model 1,
uniform,4.0,0.0,AMEA,Model 1,
wheyproteinpowder,4.0,0.0,AMEA,Model 1,
strong,4.0,0.0,AMEA,Model 1,
non,4.0,0.0,AMEA,Model 1,
specialtypowder,4.0,0.0,AMEA,Model 1,
high,4.0,0.0,AMEA,Model 1,
preparation,4.0,0.0,AMEA,Model 1,
premix,4.0,0.0,AMEA,Model 1,
powdery,4.0,0.0,AMEA,Model 1,
india,4.0,0.0,AMEA,Model 1,
pleasantlymilky,4.0,0.0,AMEA,Model 1,
pleasant,4.0,0.0,AMEA,Model 1,
permeate,4.0,0.0,AMEA,Model 1,
hard,4.0,0.0,AMEA,Model 1,
intl,4.0,0.0,AMEA,Model 1,
liquids,4.0,0.0,AMEA,Model 1,
low,4.0,0.0,AMEA,Model 1,
origin,4.0,0.0,AMEA,Model 1,
med,4.0,0.0,AMEA,Model 1,
medium,4.0,0.0,AMEA,Model 1,
meu,4.0,0.0,AMEA,Model 1,
mineral,4.0,0.0,AMEA,Model 1,
mozzarella,4.0,0.0,AMEA,Model 1,
kefir,4.0,0.0,AMEA,Model 1,
proposed,4.0,0.0,AMEA,Model 1,
Standard Composition - SULFITES (INDIRECTLY ADDED) - HARMONIZED TO 100000000511 - Value - PPM_0.0,4.0,0.0,AMEA,Model 1,
rancidity,4.0,0.0,AMEA,Model 1,
spec,4.0,0.0,AMEA,Model 1,
cheesy,4.0,0.0,AMEA,Model 1,
chf,4.0,0.0,AMEA,Model 1,
clear,4.0,0.0,AMEA,Model 1,
neutral,4.0,0.0,AMEA,Model 1,
slight,4.0,0.0,AMEA,Model 1,
skimmed,4.0,0.0,AMEA,Model 1,
skim,4.0,0.0,AMEA,Model 1,
shredded,4.0,0.0,AMEA,Model 1,
crew,4.0,0.0,AMEA,Model 1,
curd,4.0,0.0,AMEA,Model 1,
Standard Composition - GELATIN - Value - %_0.0,4.0,0.0,AMEA,Model 1,
eu,4.0,0.0,AMEA,Model 1,
fcmp,4.0,0.0,AMEA,Model 1,
fine,4.0,0.0,AMEA,Model 1,
replaces,4.0,0.0,AMEA,Model 1,
franc,4.0,0.0,AMEA,Model 1,
functional,4.0,0.0,AMEA,Model 1,
graininess,4.0,0.0,AMEA,Model 1,
bulk,4.0,0.0,AMEA,Model 1,
concentrate,4.0,0.0,AMEA,Model 1,
butter,5.0,1.0,AMEA,Model 1,
homogeneous,5.0,0.9345460128916873,AMEA,Model 1,
"Nutrient Composition - Total Fat, g - Value - %",5.0,0.6520319097071199,AMEA,Model 1,
"Nutrient Composition - Available Carbohydrate, g - Value - %",5.0,0.5530751940321044,AMEA,Model 1,
Standard Composition - BUTTER - Value - %,5.0,0.4292535522638982,AMEA,Model 1,
fat,5.0,0.3564782955067246,AMEA,Model 1,
aroma,5.0,0.31248170596960356,AMEA,Model 1,
"Nutrient Composition - Protein, g - Value - %",5.0,0.3027828870975582,AMEA,Model 1,
Additional Particle Size Par - Particle size D10 - Min_10.0,5.0,0.2811110422664121,AMEA,Model 1,
Standard Composition - MILK - Value - %,5.0,0.2717223050425163,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.2_Maximum disc B",5.0,0.2619207612151469,AMEA,Model 1,
others,5.0,0.2580761980869995,AMEA,Model 1,
solid,5.0,0.22856679475437003,AMEA,Model 1,
Additional Particle Size Par - Particle Size D50 - Min,5.0,0.2145564363780226,AMEA,Model 1,
Additional Particle Size Par - Particle Size D90 - Min,5.0,0.20209493192239722,AMEA,Model 1,
buttermilkpowder,5.0,0.1726983586094812,AMEA,Model 1,
milk,5.0,0.1702544586748429,AMEA,Model 1,
dairy,5.0,0.1628387323522634,AMEA,Model 1,
skimmilkpowder,5.0,0.16153088619623696,AMEA,Model 1,
anhydrous,5.0,0.15424597802232864,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.1_Not Applicable",5.0,0.15253396065714211,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria_Not Applicable",5.0,0.15216881401270962,AMEA,Model 1,
"Nutrient Composition - Moisture, g - Value - %",5.0,0.14799070138710013,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.1_Maximum disc B",5.0,0.138133781351985,AMEA,Model 1,
sweet,5.0,0.13410823390635235,AMEA,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria_Maximum disc B",5.0,0.13170877787110194,AMEA,Model 1,
"Quantitative - Density, bulk free flow - Max",5.0,0.13100348373807563,AMEA,Model 1,
otherdairypowder,5.0,0.11906520050035248,AMEA,Model 1,
anhydrousmilkfat,5.0,0.11589908284992312,AMEA,Model 1,
"Nutrient Composition - Available Carbohydrate, g (MX calculation) - Value - %",5.0,0.11495896622071557,AMEA,Model 1,
Standard Composition - MILKFAT - Value - %,5.0,0.11416247865246787,AMEA,Model 1,
Standard Composition - CREAM - Value - %,5.0,0.11320697763403427,AMEA,Model 1,
powder,5.0,0.11177390234882013,AMEA,Model 1,
butterfat,5.0,0.10600761531300984,AMEA,Model 1,
